userIDs,implementation,Line_ID,ChatGroup,content,group_id,RoleName,roomName,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
79,c,3777,PSF,yeah that sounds good,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,3,4
76,c,3778,PSF,what about the other 2,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,2,5
75,c,3779,PSF,"If you are nevermind, can we arrange them one by one? I'm confused all of these :(",4,Player,Team designs batch using 1 material,0,0,1,0,0,0,4,17
78,c,3780,PSF,So we need a fifth one (which will be named batch to test 3? naming is confusingsorry),4,Player,Team designs batch using 1 material,0,0,1,0,0,0,5,17
79,c,3781,PSF,is the last one a biological one?,4,Player,Team designs batch using 1 material,0,0,1,0,0,0,3,7
75,c,3782,PSF,what was the 2nd one ?,4,Player,Team designs batch using 1 material,0,0,1,0,0,0,4,6
78,c,3783,PSF,"I created ""groupprototype 3"" and ""group prototype 4"" which are the same as test batch 3 & test batch 2, respectively",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,21
76,c,3784,PSF,alright so what should group prototype 5 be?,4,Player,Team designs batch using 1 material,0,1,1,0,0,0,2,8
78,c,3785,PSF,then saved them as a batch.,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,6
79,c,3786,PSF,"assuming it's biological, make CNT% 1 or 4 to match with one of the hydrophilic ones",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,3,16
75,c,3787,PSF,"we can put 4.00% CNT, hydrophilic with vapor",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,8
78,c,3788,PSF,"phase inv., hydrophilic, 4.0?",4,Player,Team designs batch using 1 material,0,0,1,0,0,0,5,4
75,c,3789,PSF,phase is ok also,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,4
78,c,3790,PSF,"how about bio, phase, 4.0 to increase reliability bc bio has poor reliability",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,13
75,c,3791,PSF,to increase the reliability then we can use 4.00 % CNT,4,Player,Team designs batch using 1 material,0,1,0,0,0,0,4,11
79,c,3792,PSF,sure,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,3,1
75,c,3793,PSF,with phase,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,2
78,c,3794,PSF,ok done,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,2
75,c,3795,PSF,ok can you tell me one by one now?,4,Player,Team designs batch using 1 material,0,0,1,0,0,0,4,9
75,c,3796,PSF,I'm confusing find them,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,4
78,c,3797,PSF,"if you go to FEEDS they are in the ""batch to text"" batch at the bottom",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,16
78,c,3798,PSF,the batch to *test at the bottom of feeds,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,9
75,c,3799,PSF,"Ok, I saw them, we can change title name as Test1, Test 2, like that?",4,Player,Team designs batch using 1 material,0,0,1,0,0,0,4,15
75,c,3800,PSF,Thank you Adrianna,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,3
79,c,3801,PSF,"do we all need to submit the batch, or just 1 of us?",4,Player,Team designs batch using 1 material,0,0,1,0,0,0,3,13
75,c,3802,PSF,Ok got it,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,3
78,c,3803,PSF,how do we attach it to our notebook?,4,Player,Team designs batch using 1 material,0,0,1,0,0,0,5,8
79,c,3804,PSF,"click on the very top thing: ""Prototype Batch Attachment""",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,3,9
78,c,3805,PSF,WOW alright thank you!,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,4
75,c,3806,PSF,I saw there 2 items,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,5
75,c,3807,PSF,"1. Batch to test (Group Protypes), 2. Group Prototype",4,Player,Team designs batch using 1 material,0,0,0,0,0,0,4,9
75,c,3808,PSF,which one do I need to click ?,4,Player,Team designs batch using 1 material,0,0,1,0,0,0,4,8
78,c,3809,PSF,they have the same stuff in them. i clikced the first one,4,Player,Team designs batch using 1 material,0,0,0,0,0,0,5,12
79,c,3810,PSF,Maria: why am I losing points even though I'm doing the assignments correctly?,4,Player,Individual analysis of first batch,0,0,1,0,0,0,3,13
79,c,3811,PSF,but recently I didn't even get a chance to correct it. I just lost 10 points on one thing because of that,4,Player,Individual analysis of first batch,0,0,0,0,1,0,3,22
79,c,3812,PSF,Well he didn't. The times clearly show that he returned my notebook at the exact same time he sent me an email saying the deadline had passed.,4,Player,Individual analysis of first batch,0,0,0,0,0,0,3,27
79,c,3813,PSF,I lost half credit on a big assignment because he messed up and then lied about it. That's not insignficant.,4,Player,Individual analysis of first batch,0,0,0,0,1,0,3,20
63,c,3814,PSF, It's time to get started. I need everyone to participate in this meeting.,4,Mentor,Reflection team discussion of first batch results,0,0,0,0,0,0,4,13
63,c,3815,PSF,"Now that your team has received the batch results, was it a successful trial?",4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,14
79,c,3816,PSF,looks like it,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,3
76,c,3817,PSF,"I think we received some good results, especially prototype 5",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,10
75,c,3818,PSF,Yeah I think so,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,4
78,c,3819,PSF,yes I agree on prototype 5 being the best,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,9
79,c,3820,PSF,agreed,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,1
75,c,3821,PSF,"I recommend 5th one is the best, 2nd is the second best one",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,13
77,c,3822,PSF,yeah the two prototypes that used the biological surfactant had the best results,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,13
63,c,3823,PSF,What did you discover about the design problem?,4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,8
75,c,3824,PSF,"We were looking to make from hydrophilic surfactant, but its blood cell reactivity is higher than as we expected",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,19
77,c,3825,PSF,"i agree with that, we focus to much on having high flux and reliability",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,14
76,c,3826,PSF,"Reactivity is what we should focus on, CNT can bring up reliability regardless",4,Player,Reflection team discussion of first batch results,0,1,0,0,0,0,2,13
75,c,3827,PSF,Yeah I think so,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,4
76,c,3828,PSF,flux is also important but it cannot be too high,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,10
78,c,3829,PSF,should we have tried the same as Prototype 5 but change the surfactant to hydrophilic?,4,Player,Reflection team discussion of first batch results,0,1,1,0,0,0,5,15
79,c,3830,PSF,I think we're doing another batch later so we can test things then,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,13
75,c,3831,PSF,"If we generate new device in hydrophilic under low BCR, then we can expect good results",4,Player,Reflection team discussion of first batch results,0,0,0,0,1,0,4,16
78,c,3832,PSF,Yes I agree,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,3
63,c,3833,PSF,How did you decide on the 5 devices that you just received results for?,4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,14
79,c,3834,PSF,"personally I looked at the table with the 3 manufacturing processes on it, with the relative benefits and drawbacks",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,19
78,c,3835,PSF,"Prototype 5 had the best marketability (though I don't think this is that important), and low BCR. the cost was high however which could be lowered by using the hydrophilic surfactant",4,Player,Reflection team discussion of first batch results,0,0,0,0,1,0,5,31
76,c,3836,PSF,"The hydrophilic produced way too high of a reactivity, that should be out of the question",4,Player,Reflection team discussion of first batch results,0,1,0,0,0,0,2,16
75,c,3837,PSF,"To get high reliability, we can change CNT %",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,9
78,c,3838,PSF,but reliability was low on 5 where we used 4% CNT,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,11
78,c,3839,PSF,Yes,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,1
75,c,3840,PSF,"to increase the reliability, CNT shgould be between 1.50 & 2.00",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,11
63,c,3841,PSF,"Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,24
79,c,3842,PSF,the top 2 prototype combinations from this group,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,8
78,c,3843,PSF,I think are best options are 5 and 2 if we adjsut CNT to fix reliablitity,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,16
63,c,3844,PSF,Which attributes does your material maximize and how is that important to the design?,4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,14
75,c,3845,PSF,"For the Prototype 5, if we adjust CNT% into 1.50, then we can expect better reliability",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,16
76,c,3846,PSF,"7 is not too low of a reliability, It is actually really acceptable . I do however think cost is a big issue which i think can be reduced if we used Dry-Jet wet printing. I think if we took some speculation on what can be improved on the 2 prototypes. We are pretty good on reactivity and marketability right now, if we adjusted for CNT, and process I think the product would be really good!",4,Player,Reflection team discussion of first batch results,0,0,0,0,1,0,2,76
77,c,3847,PSF,our matiral (PSF) maximized flux and and is low cost,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,10
63,c,3848,PSF,You will bring knowledge about a unique material to that group. What important things do you want to discuss with them about your material?,4,Mentor,Reflection team discussion of first batch results,0,0,1,0,0,0,4,24
79,c,3849,PSF,the drawbacks and benefits as compared to the other materials,4,Player,Reflection team discussion of first batch results,1,0,0,0,0,0,3,10
76,c,3850,PSF,"Flux is really good and so is marketability, We know how to improve cost and reliability.",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,2,16
75,c,3851,PSF,"However, cost can be expencive because we are using Biological surfactant",4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,11
78,c,3852,PSF,yes i agree!,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,5,3
75,c,3853,PSF,I agree we have to look on reliability and cost,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,10
78,c,3854,PSF,so for our summary we can include the ways on which we think the protoypes can be improved and how we would discuss our material to other groups?,4,Player,Reflection team discussion of first batch results,0,0,1,0,0,1,5,28
79,c,3855,PSF,yes,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,3,1
78,c,3856,PSF,OK so are we good on our conclusions then?,4,Player,Reflection team discussion of first batch results,0,0,1,0,0,0,5,9
77,c,3857,PSF,does that mean the meeting is over?,4,Player,Reflection team discussion of first batch results,0,0,1,0,0,0,2,7
75,c,3858,PSF,I think so,4,Player,Reflection team discussion of first batch results,0,0,0,0,0,0,4,3
63,c,3859,PSF,"Well, we are out of time for our meeting.",4,Mentor,Reflection team discussion of first batch results,0,0,0,0,0,0,4,9
63,c,3860,PSF,Good discussion today! Don't forget to complete and submit your notebook.,4,Mentor,Reflection team discussion of first batch results,0,0,0,0,0,0,4,11
63,c,3861,PSF,"Just a reminder that this is the last time you will be meeting with your current team. Next time you will be in your new design teams! You may have a new design advisor in your new team, I'm glad I had the opportunity to work with all of you though!",4,Mentor,Reflection team discussion of first batch results,0,0,0,0,0,0,4,51
80,c,3862,PAM,Is your guys pdf of the workflow tutorial working for you? Mine won't load,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,4,14
63,c,3863,PAM,Hello team. Welcome to Nephrotex!,5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,5
63,c,3864,PAM,I'm Maria Williams. I'll be your design advisor for your internship.,5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,11
63,c,3865,PAM,I'm here to help if you have any questions.,5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,9
63,c,3866,PAM,"Please introduce yourselves with the name you prefer to be called. WorkPro records all the work we do, and we review it with an external consultant to improve the quality of our internship program. So we ask you to use your first name only during this internship to protect your privacy.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,1,0,0,4,51
63,c,3867,PAM,"I just want to make sure everyone has found the chat interface. Please send a chat to ""check in"" with the group. You can make your chat window bigger by clicking the + icon in the top right corner.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,39
63,c,3868,PAM,"If you haven't already, please check your email.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,8
63,c,3869,PAM,"Throughout your time at Nephrotex, you'll be receiving emails from our boss, Alex. He'll send you instructions about what to work on throughout the course of your internship.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,28
63,c,3870,PAM,"Now, please check your Deliverable List on the bottom right corner of WorkPro.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,13
63,c,3871,PAM,"Deliverables that have been assigned to you will show up in this list. You will be able to check to see the original email with the instructions Alex sent to you, whether you have submitted that deliverable, and whether Vedant has approved that deliverable.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,44
63,c,3872,PAM,"For more detailed information about the Deliverable List, click the info button in the top right corner of the Deliverables List tab.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,22
63,c,3873,PAM,"I have provided a summary of the workflow resource in the shared space. Plagiarism is not tolerated, so make sure to paraphrase the summary in your notebook entry.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,1,1,4,28
80,c,3874,PAM,Monica,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,1
81,c,3875,PAM,Cody,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,5,1
81,c,3876,PAM,My pdf won't load either,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,5,5
82,c,3877,PAM,Ashlyn,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,1
83,c,3878,PAM,Ricardo,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,2,1
82,c,3879,PAM,I downloaded mine and it opened in Excel,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,8
80,c,3880,PAM,how?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,4,1
80,c,3881,PAM,My interview will load just not the workflow tutorial,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,9
81,c,3882,PAM,same here my interview is loading just not the tutorial.,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,5,10
81,c,3883,PAM,Is there a certain order we have to do them in?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,5,11
63,c,3884,PAM,"If you're done with your notebook entry, submit it to Alex by clicking the submit button (middle of the notebook window).",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,1,4,21
63,c,3885,PAM,"You won't be able to edit your entry once you've submitted it, but if you need to update or correct your work, you can cancel your submission by clicking the ""x"" in the Deliverables List.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,35
63,c,3886,PAM,"You can only cancel submissions before Alex has viewed them, so make sure you have included everything that is required before submitting.",5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,22
83,c,3887,PAM,How exactly do you download the PDF?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,2,7
84,c,3888,PAM,"I think Ashlyn is the only one that this has worked for, mine wont work either.",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,16
84,c,3889,PAM,"I am able to do the interview, but the tutorial will not load.",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,13
83,c,3890,PAM,"I can do the interview, as well. Just not the tutorial.",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,2,11
84,c,3891,PAM,"Monica and I are the only ones in the same room, as far as I am aware.",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,17
81,c,3892,PAM,I downloaded the new adobe reader and it's still not working. I'm in the Library right now working on my apple computer,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,5,22
82,c,3893,PAM,"In the email, it said don't worry if you can't answer all of the questions in the interview but when I tried not answering one, it said that you have to answer it..",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,33
84,c,3894,PAM,Lenovo laptop running win 8.1 here,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,6
83,c,3895,PAM,"I am in the shared space, and it tells me to complete the task in the email. But the email links me to resources with a ""failed to load PDF document"" screen",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,2,32
81,c,3896,PAM,I have a class from 2:30 to 5:30 what happens if we don't get this done by the end of class time?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,5,22
82,c,3897,PAM,My notebook entry won't let me do the witness electronic signature.  Do I need to do something?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,4,17
82,c,3898,PAM,Thanks.,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,1
84,c,3899,PAM,"Alright, the tutorial now loads.",5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,5
80,c,3900,PAM,Do we need to create a notebook and make a note within it called workflow summary? or can we just type in our summary under the workflow summary heading,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,4,29
84,c,3901,PAM,Do we make our notebook entries shared?,5,Player,Introduction and Workflow Tutorial with Entrance Interview,0,0,1,0,0,0,4,7
63,c,3902,PAM,The deadline for your current task is approaching. Please finish up and submit your deliverable to Alex as soon as possible.,5,Mentor,Introduction and Workflow Tutorial with Entrance Interview,0,0,0,0,0,0,4,21
63,c,3903,PAM,Please pay close attention to the citation methods used in my example. I know Alex will be a stickler for following correct citation methods.,5,Mentor,Background research on dialysis,0,1,0,0,0,0,4,24
63,c,3904,PAM,"Back when I was an undergrad, I interned at a mechanical engineering company that designed exoskeletons for rescue workers. You are working on a different project, but I have put an example of the summary I used for my previous project in the shared space. Alex is pretty similar to my boss at the internship, so you're welcome to use this as a template to write your own.  Note the language and the length of the response.",5,Mentor,Background research on dialysis,0,0,0,0,0,1,4,77
81,c,3905,PAM,how do we cite the sources we get from Nephrotex?,5,Player,Background research on dialysis,0,0,1,0,0,0,5,10
63,c,3906,PAM,"I posted another notebook entry from my old internship in the shared space. In my internship we studied control sensors and power sources, but you're looking at surfactants. Nevertheless, you're welcome to use the example to model your own response after.",5,Mentor,Graphing Surfactant Data,1,0,0,0,0,0,4,41
81,c,3907,PAM,"Alex returned my graph because some of my values were wrong. I'm pretty sure it is for the Flux part, is there any way you could point me in the right direction?",5,Player,Graphing Surfactant Data,0,0,1,0,1,0,5,32
63,c,3908,PAM,Your notebook has not been received. The deadline will pass shortly. Please submit your deliverable now so that you can stay on schedule.,5,Mentor,Graphing Surfactant Data,0,0,0,0,0,1,4,23
82,c,3909,PAM,"I need to correct the Flux rate  on my graph.  What exactly does ""flux rate at time equals 0""?",5,Player,Graphing Surfactant Data,0,0,1,0,0,0,4,19
82,c,3910,PAM,Where did you guys find the values for the Flux Data on the graph that we had to turn in?,5,Player,Graphing Surfactant Data,0,0,1,0,0,0,4,20
84,c,3911,PAM,"If you look at the ""2. Results"" section there is a table. That tables has the flux value(s).",5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,18
63,c,3912,PAM,"I'm posting a quick write-up from a meeting at my mechanical engineering internship in the shared space. As you can see, you don't need to spend too much time on this, but you do need to provide the necessary information. Based on meetings I've had with Alex, I know he'd like to see something like this as well.",5,Mentor,Reflection team discussion of surfactants,0,0,0,0,0,1,4,58
63,c,3913,PAM," Okay everyone, let's get going. I want to hear from all of you in this meeting. ",5,Mentor,Reflection team discussion of surfactants,0,0,0,0,0,0,4,16
80,c,3914,PAM,What did everyone decide was the best surfactant based on the last research/graph that we did?,5,Player,Reflection team discussion of surfactants,0,0,1,0,1,0,4,16
63,c,3915,PAM,"Based on your surfactant graph, how did the surfactants perform relative to one another?",5,Mentor,Reflection team discussion of surfactants,0,0,1,0,1,0,4,14
82,c,3916,PAM,I chose the negative charged surfacant based on the fact that the negatively charged ions deflect the foulants which would make having the foulants attach to the membrane very difficult.  It is also fairly cost effective and marketable.,5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,4,38
80,c,3917,PAM,I concluded that Negative Charge was the best all-around candidate but I also know that my graph didn't have all of the correct values so I'm not sure if that is consistent with what everyone else came up with.,5,Player,Reflection team discussion of surfactants,0,0,0,0,1,0,4,39
82,c,3918,PAM,My graph didn't have all of the correct values either.  This was just the conclusion I made based on the results that I did get.,5,Player,Reflection team discussion of surfactants,0,0,0,0,1,0,4,25
84,c,3919,PAM,"I chose the hydrophilic surfacant, since it had the best reliability and the second least cost.",5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,4,16
63,c,3920,PAM,Was there one surfactant that was obviously the best choice?,5,Mentor,Reflection team discussion of surfactants,0,0,1,0,0,0,4,10
81,c,3921,PAM,"Each surfactant had some positives and negatives but after my research I chose the Steric Hindrance Surfactant due to the fact it had a reasonable price, a high marketability, and it had a time to 75% performance of 3 hours.",5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,5,40
80,c,3922,PAM,"I don't think so because where some surfactants did the best, they fell short in other areas whereas some surfactants were just all-around average when compared to each of the 5 attributes.",5,Player,Reflection team discussion of surfactants,1,0,0,0,1,0,4,32
81,c,3923,PAM,I didn't really notice any huge stand outs. They all were higher and lower in some aspects,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,17
84,c,3924,PAM,That sounds great,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,3
81,c,3925,PAM,sounds good,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,2
80,c,3926,PAM,I agree,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,2
63,c,3927,PAM,How did you choose the best surfactant?,5,Mentor,Reflection team discussion of surfactants,0,1,1,0,0,0,4,7
82,c,3928,PAM,There were 3 surfacants that performed fairly well and 2 that were automatically ruled out for me.,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,17
80,c,3929,PAM,I mainly looked at the overall results in the graph. It was the easiest to compare them all.,5,Player,Reflection team discussion of surfactants,1,0,0,0,0,0,4,18
82,c,3930,PAM,I looked at the most rounded and then from there added my own personal opinion on how I thought each would react.,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,22
84,c,3931,PAM,The graph helped out quite a bit. I chose mine based on cost and how well it was able to do it's job repeatedly.,5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,4,24
81,c,3932,PAM,I compared the desirability of each one to determine my choice. I averaged the desirability out for each one,5,Player,Reflection team discussion of surfactants,1,0,0,0,0,0,5,19
80,c,3933,PAM,"Yeah I think blood cell reactivity, flux and reliability are more important than the cost and marketability so I weighed them a little higher.",5,Player,Reflection team discussion of surfactants,0,0,0,0,1,0,4,24
82,c,3934,PAM,One thing that's important to keep in mind is marketability and cost since not everyone can afford what they truly need but still need the treatment.,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,26
82,c,3935,PAM,Yes,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
80,c,3936,PAM,Yeah,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
84,c,3937,PAM,Yes,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
81,c,3938,PAM,yes,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,1
63,c,3939,PAM,What should your team's next step be?,5,Mentor,Reflection team discussion of surfactants,0,1,1,0,0,0,4,7
82,c,3940,PAM,I think that we should choose one surfacant.,5,Player,Reflection team discussion of surfactants,0,1,0,0,0,0,4,8
80,c,3941,PAM,Agree on one surfactant and start figuring out how to put it into effect,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,14
81,c,3942,PAM,Probably to all decide on one of the surfactants,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,9
84,c,3943,PAM,Deciding on a single one would be progress.,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,8
80,c,3944,PAM,Start figuring out a design?,5,Player,Reflection team discussion of surfactants,0,0,1,0,0,0,4,5
82,c,3945,PAM,I agree with Monica,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,4
84,c,3946,PAM,me too,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,2
82,c,3947,PAM,Conduct more research possibly,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,4
81,c,3948,PAM,"Yes. I agree, if we conduct more research it will make our decision easier",5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,14
82,c,3949,PAM,Yes,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
80,c,3950,PAM,I agree with you guys,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,5
80,c,3951,PAM,But what surfactant did we agree on as a group?,5,Player,Reflection team discussion of surfactants,0,0,1,0,0,0,4,10
81,c,3952,PAM,What did everyone pick? I picked the Steric Hindrance,5,Player,Reflection team discussion of surfactants,0,1,1,0,0,0,5,9
82,c,3953,PAM,Negative,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
80,c,3954,PAM,Negative Charge,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,2
84,c,3955,PAM,Hydrophilic,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,1
80,c,3956,PAM,but because both Ashlyn and I didn't have completely accurate graphs maybe we should look at steric hindrance or hydrophilic,5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,4,20
81,c,3957,PAM,To me everything was ok with the Steric besides the price. It ran a little high. The only reason I picked steric is because it's marketability was almost double the Negative.,5,Player,Reflection team discussion of surfactants,0,1,0,0,1,0,5,31
80,c,3958,PAM,How'd you feel about hydrophilic?,5,Player,Reflection team discussion of surfactants,0,0,1,0,0,0,4,5
80,c,3959,PAM,Let's just decide on one and then conclude that we need more research on it.,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,15
82,c,3960,PAM,Steric was my second choice,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,5
84,c,3961,PAM,"Steric looks like a good choice, the only downside seems to be the cost.",5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,14
82,c,3962,PAM,"Exactly, and maybe that's something we can look to improve",5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,10
81,c,3963,PAM,I'd say steric too,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,5,4
80,c,3964,PAM,"Ok, Steric sounds good to me too",5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,7
84,c,3965,PAM,Looks like agreement to me!,5,Player,Reflection team discussion of surfactants,0,0,0,0,0,0,4,5
63,c,3966,PAM,"Okay everyone, that concludes our discussion.",5,Mentor,Reflection team discussion of surfactants,0,0,0,0,0,0,4,6
